X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
4745,KOGELBERG DAM,Africa,-34.21583333,18.9725,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36938dams with location,catchment,and attribute information",6,19.3,174.653,464,512,89,16.1,9.1
2270,GERRANDS DAM,Africa,-28.28202778,28.29183333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36939dams with location,catchment,and attribute information",7,1.347,94.0902,1767,556,33,13.7,21.5
3043,ROYALDOUS DAM,Africa,-29.745,29.50833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36940dams with location,catchment,and attribute information",6,0.106,110.406,1793,514,30,13.4,134.4
5376,KOPLAND DAM,Africa,-33.78583333,18.9175,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36941dams with location,catchment,and attribute information",7,0.177,23.5519,276,435,50,17.2,4.9
877,Friedenau,Africa,-22.69861111,16.74638889,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36942dams with location,catchment,and attribute information",8,6.723,212.74,1844,1290,131,15.5,7.7
4856,EENDRAG-OOSTELIKE DAM,Africa,-34.06694444,18.81694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36943dams with location,catchment,and attribute information",7,0.059,1.7782,67,284,42,17.3,5.1
4807,HOUMOED DAM,Africa,-34.1125,19.21222222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36944dams with location,catchment,and attribute information",7,0.09,71.8117,394,536,47,16.9,22.6
5206,DAMN DAM,Africa,-33.89833333,19.02,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36945dams with location,catchment,and attribute information",7,0.5,10.1548,582,739,0,16.6,5.5
3281,BELFORT DAM,Africa,-30.16194444,28.72111111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36946dams with location,catchment,and attribute information",7,0.54,25.0602,1791,574,173,13.2,7.8
1967,NO. 7 ANTI POLLUTION DAM,Africa,-26.43555556,27.34166667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36947dams with location,catchment,and attribute information",8,0.304,21.3357,1534,630,91,14.8,6.6
3227,SUTHERLAND DAM,Africa,-30.31666667,30.36805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36948dams with location,catchment,and attribute information",6,0.1,174.237,593,590,201,18,217.1
4527,VAAL DAM,Africa,-33.37833333,19.52388889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36949dams with location,catchment,and attribute information",7,0.545,4.65902,887,427,575,14.1,2.6
2168,SERFONTEIN DAM,Africa,-27.70277778,27.30166667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36950dams with location,catchment,and attribute information",9,4.2,12.1607,1402,369,46,15.4,26.2
231,Pindega,Africa,12.10305556,-1.336111111,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36951dams with location,catchment,and attribute information",8,1.857,13.8525,299,108,17,26.5,170.9
848,Kafusi,Africa,-21.59388889,28.76833333,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36952dams with location,catchment,and attribute information",7,2.091,493.942,768,344,33,20,5.3
2735,LITTLEFALLS DAM,Africa,-29.22444444,29.84777778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36953dams with location,catchment,and attribute information",8,0.1,16.3009,1480,378,303,14,97.2
1506,MIDDLE DAM,Africa,-25.46111111,31.88472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36954dams with location,catchment,and attribute information",7,0.165,187.373,254,363,37,21.7,6.7
4255,ALLENDALE PLAAS DAM,Africa,-33.71222222,19.01722222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36955dams with location,catchment,and attribute information",7,0.06,0.17859,277,418,88,17.7,4.6
96,Mejenin IV,Africa,32.29388889,13.2475,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36956dams with location,catchment,and attribute information",6,58,565.814,224,250,53,21.8,2.5
2382,MORGENZON DAM,Africa,-27.90216667,28.64586111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36957dams with location,catchment,and attribute information",7,0.32,150.932,1693,410,71,13.9,30.2
3873,KLIPFONTEIN-ROOIDAM,Africa,-32.16805556,21.45833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36958dams with location,catchment,and attribute information",8,0.2,59.0341,1513,1162,55,13.2,2.3
4955,BLAIR,Africa,-34.02444444,18.84277778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36959dams with location,catchment,and attribute information",7,0.099,8.71666,111,403,109,17,5.2
3831,MUGGEFONTEIN DAM,Africa,-32.29166667,21.65833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36960dams with location,catchment,and attribute information",9,0.406,11.6155,873,909,179,16,1.8
3519,LEUWE POORT 127 DAM,Africa,-31.33961111,24.52875,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36961dams with location,catchment,and attribute information",8,0.401,585.785,1433,149,29,13.7,4.8
451,Oyan,Africa,7.259166667,3.255277778,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36962dams with location,catchment,and attribute information",4,270,9165.85,97,116,59,25.3,21.7
5241,ISLANDS DAM,Africa,-33.88083333,18.84305556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36963dams with location,catchment,and attribute information",7,0.168,13.7236,366,606,105,16.7,5.3
1249,ALIDA-SE-DAM,Africa,-24.21694444,28.50027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36964dams with location,catchment,and attribute information",8,0.24,74.9707,1559,814,73,16.1,8.3
4454,GOLDEN RIDGE DAM,Africa,-33.45555556,26.83861111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36965dams with location,catchment,and attribute information",7,0.4,30.9935,258,571,90,18.3,5.6
5186,GROENLAND DAM,Africa,-33.90555556,18.73361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36966dams with location,catchment,and attribute information",7,0.121,49.7221,94,283,61,17.4,5
5288,VLEINO.1-DAM,Africa,-33.825,18.825,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36967dams with location,catchment,and attribute information",7,0.078,23.3562,366,606,73,17.1,5.1
4294,NIELDEWAAL DAM,Africa,-33.63694444,18.92527778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36968dams with location,catchment,and attribute information",7,0.15,15.3618,277,418,100,18.1,4.5
1794,VALLEY FARM DAM,Africa,-25.79444444,28.325,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36969dams with location,catchment,and attribute information",8,0.07,27.8236,1385,656,120,15.4,59.5
2727,LOVEDALE,Africa,-29.24033333,27.08161111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36970dams with location,catchment,and attribute information",8,2.7,147.629,1590,407,42,13.5,24.4
3540,DEDAM NO.1-DAM,Africa,-31.30027778,25.95027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36971dams with location,catchment,and attribute information",8,0.2,21.4635,1591,677,60,12.1,6.1
2321,DURBAN NAVIGATION COLLIERIES DAM NO.3,Africa,-28.10027778,30.01694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36972dams with location,catchment,and attribute information",8,0.363,13.064,1350,349,43,15.3,38.2
4339,GROENRIVIER NUWE DAM,Africa,-33.57805556,19.28805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36973dams with location,catchment,and attribute information",5,0.182,1226.31,557,493,13,17.3,3.8
4620,BLOU AM,Africa,-33.28055556,19.12222222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36974dams with location,catchment,and attribute information",7,0.377,76.6389,466,405,60,17.7,3.1
1,Chiba,Africa,36.70833333,10.77055556,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36975dams with location,catchment,and attribute information",7,8,66.5847,88,232,52,22.5,3.3
920,DUUR DAM,Africa,-23.50958333,30.25297222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36976dams with location,catchment,and attribute information",6,0.35,221.467,695,499,32,21,5.6
5222,GINAKLOOF DAM,Africa,-33.89402778,19.01638889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36977dams with location,catchment,and attribute information",6,0.382,300.258,401,457,40,16.6,5.5
3045,GOSCHEN DAM,Africa,-29.71694444,29.38361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36978dams with location,catchment,and attribute information",7,0.621,41.773,1715,444,175,12.5,133.1
3533,BESKUITFONTEIN DAM,Africa,-31.30666667,24.98388889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36979dams with location,catchment,and attribute information",9,0.15,21.2815,1479,841,77,13.9,5.2
4232,MORGAN BAY DAM,Africa,-32.69666667,28.33111111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36980dams with location,catchment,and attribute information",7,0.154,17.5272,115,400,113,19.2,71.4
4970,KLIP DAM,Africa,-34.025,22.21666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36981dams with location,catchment,and attribute information",7,0.67,135.341,356,733,265,17.6,2.2
4082,KATKLOOF DAM,Africa,-32.94527778,19.27,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36982dams with location,catchment,and attribute information",7,0.63,29.8961,976,568,332,14,2.6
5194,UPPER NIEUWEDORP DAM,Africa,-33.88055556,18.94897222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36983dams with location,catchment,and attribute information",7,0.109,48.6227,401,457,192,16.6,5.5
1767,BOSCHKOP NO.3- DAM,Africa,-25.85444444,28.47555556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36984dams with location,catchment,and attribute information",8,0.07,40.9395,1482,564,110,15.1,30.4
4291,MIDDEL DAM,Africa,-33.66841667,19.63827778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36985dams with location,catchment,and attribute information",6,0.287,452.739,844,776,180,17.1,3.4
4742,KROMME RIVER DAM,Africa,-34.23361111,19.0875,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36986dams with location,catchment,and attribute information",7,0.731,57.7096,333,528,41,16,15.9
2661,OEBISFELDE DAM,Africa,-29.31805556,30.66944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36987dams with location,catchment,and attribute information",7,0.246,16.4676,1017,467,115,16.2,243.6
3726,MNYAMENI DAM,Africa,-32.60138889,27.06694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36988dams with location,catchment,and attribute information",7,2.05,23.5137,1077,493,283,14.1,7.6
2049,DE BEERS WEIR,Africa,-27.26555556,27.17194444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36989dams with location,catchment,and attribute information",6,0.285,5210.19,1357,214,6,16.2,26.4
3654,CANZIBE,Africa,-31.8,29.06666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36990dams with location,catchment,and attribute information",7,0.125,26.0927,426,474,445,17.6,201.9
2856,BELL PARK DAM,Africa,-28.96338889,29.43833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36991dams with location,catchment,and attribute information",7,7.5,45.8229,1403,598,111,15.3,49
4812,PALMIETVLEI,Africa,-34.10138889,24.45583333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36992dams with location,catchment,and attribute information",7,0.125,154.213,216,683,100,16.8,3.6
4117,PERDESKOEN DAM,Africa,-32.895,19.2475,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36993dams with location,catchment,and attribute information",7,0.402,24.6869,985,488,27,13.6,2.6
3131,MT.LESEUER BIG DAM,Africa,-29.53166667,29.71444444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36994dams with location,catchment,and attribute information",6,0.3,144.275,1588,483,143,13.4,107.9
2313,HLUHLUWE DAM,Africa,-28.12194444,32.17944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36995dams with location,catchment,and attribute information",6,25.9,718.902,151,383,40,20.7,190.5
3184,HIGHLANDS DAM,Africa,-30.5,29.64583333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36996dams with location,catchment,and attribute information",7,0.107,39.9421,1343,521,176,13.4,136.8
534,Owen Falls,Africa,0.445833333,33.1875,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36997dams with location,catchment,and attribute information",3,1.00E+05,265381,1186,266,26,18.4,9.3
4607,STOOR,Africa,-33.32083333,19.3325,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36998dams with location,catchment,and attribute information",6,0.354,267.154,811,441,36,16.5,2.9
2656,SOURVELDT DAM,Africa,-29.31694444,29.78361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36999dams with location,catchment,and attribute information",8,0.56,11.4141,1648,435,0,14.2,101
3459,STRYD-KOP DAM,Africa,-30.51536111,29.30869444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 37000dams with location,catchment,and attribute information",7,0.09,7.7665,1574,521,111,14.1,83
